timestamp,multiplier
2025-01-01 01:47,2.3
2025-01-01 01:48,4.55
2025-01-01 01:49,4.23
2025-01-01 01:50,2.86
2025-01-01 01:51,4.06
2025-01-01 01:52,4.89
2025-01-01 01:53,2.41
2025-01-01 01:54,2.75
2025-01-01 01:55,3.7
2025-01-01 01:56,1.33
2025-01-01 01:57,1.32
2025-01-01 01:58,2.49
2025-01-01 01:59,2.06
2025-01-01 02:00,3.32
2025-01-01 02:01,3.86
2025-01-01 02:02,3.28
2025-01-01 02:03,4.54
2025-01-01 02:04,4.72
2025-01-01 02:05,3.55
2025-01-01 02:06,3.29
2025-01-01 02:07,3.75
2025-01-01 02:08,3.53
2025-01-01 02:09,3.55
2025-01-01 02:10,4.2
2025-01-01 02:11,4.7
2025-01-01 02:12,1.4
2025-01-01 02:13,2.54
2025-01-01 02:14,2.25
2025-01-01 02:15,4.01
2025-01-01 02:16,2.96
2025-01-01 02:17,1.64
2025-01-01 02:18,4.88
2025-01-01 02:19,1.31
2025-01-01 02:20,1.2
2025-01-01 02:21,3.17
2025-01-01 02:22,3.43
2025-01-01 02:23,4.02
2025-01-01 02:24,4.59
2025-01-01 02:25,2.75
2025-01-01 02:26,3.51
2025-01-01 02:27,3.53
2025-01-01 02:28,2.83
2025-01-01 02:29,2.99
2025-01-01 02:30,1.27
2025-01-01 02:31,2.73
2025-01-01 02:32,2.92
2025-01-01 02:33,2.19
2025-01-01 02:34,2.1
2025-01-01 02:35,3.6
2025-01-01 02:36,3.29
2025-01-01 02:37,4.54
2025-01-01 02:38,3.78
2025-01-01 02:39,1.38
2025-01-01 02:40,1.57
2025-01-01 02:41,1.19
2025-01-01 02:42,2.39
2025-01-01 02:43,1.44
2025-01-01 02:44,3.41
2025-01-01 02:45,1.76
2025-01-01 02:46,3.6
2025-01-01 02:47,1.88
2025-01-01 02:48,4.81
2025-01-01 02:49,1.7
2025-01-01 02:50,1.29
2025-01-01 02:51,1.72
2025-01-01 02:52,1.93
2025-01-01 02:53,3.45
2025-01-01 02:54,3.12
2025-01-01 02:55,1.48
2025-01-01 02:56,2.03
2025-01-01 02:57,3.31
2025-01-01 02:58,2.8
2025-01-01 02:59,2.81
2025-01-01 03:00,4.45
2025-01-01 03:01,3.17
2025-01-01 03:02,2.42
2025-01-01 03:03,4.83
2025-01-01 03:04,2.17
2025-01-01 03:05,2.64
2025-01-01 03:06,3.86
2025-01-01 03:07,3.93
2025-01-01 03:08,3.29
2025-01-01 03:09,3.92
2025-01-01 03:10,3.48
2025-01-01 03:11,4.51
2025-01-01 03:12,3.97
2025-01-01 03:13,2.28
2025-01-01 03:14,2.53
2025-01-01 03:15,4.48
2025-01-01 03:16,4.02
2025-01-01 03:17,2.63
2025-01-01 03:18,3.2
2025-01-01 03:19,3.76
2025-01-01 03:20,4.22
2025-01-01 03:21,4.0
2025-01-01 03:22,3.09
2025-01-01 03:23,1.52
2025-01-01 03:24,4.58
2025-01-01 03:25,4.01
2025-01-01 03:26,1.99
2025-01-01 03:27,2.42
2025-01-01 03:28,4.88
2025-01-01 03:29,3.72
2025-01-01 03:30,1.23
2025-01-01 03:31,4.72
2025-01-01 03:32,2.44
2025-01-01 03:33,1.07
2025-01-01 03:34,2.13
2025-01-01 03:35,3.52
2025-01-01 03:36,2.21
2025-01-01 03:37,4.98
2025-01-01 03:38,2.58
2025-01-01 03:39,2.22
2025-01-01 03:40,3.69
2025-01-01 03:41,2.41
2025-01-01 03:42,4.6
2025-01-01 03:43,3.64
2025-01-01 03:44,3.1
2025-01-01 03:45,3.55
2025-01-01 03:46,1.05
2025-01-01 03:47,2.37
2025-01-01 03:48,3.82
2025-01-01 03:49,4.37
2025-01-01 03:50,4.94
2025-01-01 03:51,4.49
2025-01-01 03:52,1.97
2025-01-01 03:53,1.79
2025-01-01 03:54,3.15
2025-01-01 03:55,1.94
2025-01-01 03:56,1.46
2025-01-01 03:57,2.77
2025-01-01 03:58,4.18
2025-01-01 03:59,1.69
2025-01-01 04:00,1.98
2025-01-01 04:01,4.99
2025-01-01 04:02,3.78
2025-01-01 04:03,4.24
2025-01-01 04:04,2.58
2025-01-01 04:05,1.93
2025-01-01 04:06,4.37
2025-01-01 04:07,2.91
2025-01-01 04:08,2.89
2025-01-01 04:09,3.67
2025-01-01 04:10,2.36
2025-01-01 04:11,4.67
2025-01-01 04:12,1.39
2025-01-01 04:13,1.52
2025-01-01 04:14,2.18
2025-01-01 04:15,3.97
2025-01-01 04:16,1.76
2025-01-01 04:17,4.52
2025-01-01 04:18,1.18
2025-01-01 04:19,2.89
2025-01-01 04:20,4.83
2025-01-01 04:21,2.27
2025-01-01 04:22,3.29
2025-01-01 04:23,3.29
2025-01-01 04:24,4.65
2025-01-01 04:25,2.9
2025-01-01 04:26,3.1
2025-01-01 04:27,3.67
2025-01-01 04:28,1.79
2025-01-01 04:29,4.37
2025-01-01 04:30,4.89
2025-01-01 04:31,2.07
2025-01-01 04:32,1.73
2025-01-01 04:33,1.43
2025-01-01 04:34,2.69
2025-01-01 04:35,2.67
2025-01-01 04:36,3.18
2025-01-01 04:37,2.53
2025-01-01 04:38,5.0
2025-01-01 04:39,4.5
2025-01-01 04:40,3.77
2025-01-01 04:41,3.68
2025-01-01 04:42,1.57
2025-01-01 04:43,3.44
2025-01-01 04:44,2.48
2025-01-01 04:45,1.17
2025-01-01 04:46,1.35
2025-01-01 04:47,2.87
2025-01-01 04:48,3.62
2025-01-01 04:49,4.78
2025-01-01 04:50,1.9
2025-01-01 04:51,1.85
2025-01-01 04:52,2.27
2025-01-01 04:53,2.08
2025-01-01 04:54,2.25
2025-01-01 04:55,2.06
2025-01-01 04:56,3.86
2025-01-01 04:57,2.04
2025-01-01 04:58,2.16
2025-01-01 04:59,1.52
2025-01-01 05:00,2.6
2025-01-01 05:01,4.44
2025-01-01 05:02,1.94
2025-01-01 05:03,4.88
2025-01-01 05:04,2.88
2025-01-01 05:05,2.89
2025-01-01 05:06,3.48
2025-01-01 05:07,2.02
2025-01-01 05:08,2.12
2025-01-01 05:09,4.45
2025-01-01 05:10,1.21
2025-01-01 05:11,1.32
2025-01-01 05:12,2.11
2025-01-01 05:13,3.57
2025-01-01 05:14,4.8
2025-01-01 05:15,4.12
2025-01-01 05:16,4.9
2025-01-01 05:17,4.21
2025-01-01 05:18,1.38
2025-01-01 05:19,2.19
2025-01-01 05:20,4.29
2025-01-01 05:21,4.54
2025-01-01 05:22,2.71
2025-01-01 05:23,4.15
2025-01-01 05:24,4.11
2025-01-01 05:25,4.1
2025-01-01 05:26,2.87
2025-01-01 05:27,3.13
2025-01-01 05:28,4.33
2025-01-01 05:29,3.47
2025-01-01 05:30,3.11
2025-01-01 05:31,2.41
2025-01-01 05:32,2.66
2025-01-01 05:33,4.9
2025-01-01 05:34,3.92
2025-01-01 05:35,3.38
2025-01-01 05:36,3.53
2025-01-01 05:37,4.67
2025-01-01 05:38,4.29
2025-01-01 05:39,2.68
2025-01-01 05:40,4.95
2025-01-01 05:41,4.47
2025-01-01 05:42,3.54
2025-01-01 05:43,2.46
2025-01-01 05:44,2.96
2025-01-01 05:45,2.66
2025-01-01 05:46,3.45
2025-01-01 05:47,1.31
2025-01-01 05:48,1.78
2025-01-01 05:49,2.5
2025-01-01 05:50,3.21
2025-01-01 05:51,1.84
2025-01-01 05:52,2.92
2025-01-01 05:53,1.9
2025-01-01 05:54,2.02
2025-01-01 05:55,4.25
2025-01-01 05:56,3.2
2025-01-01 05:57,2.15
2025-01-01 05:58,2.74
2025-01-01 05:59,1.07
2025-01-01 06:00,3.47
2025-01-01 06:01,4.72
2025-01-01 06:02,1.82
2025-01-01 06:03,4.34
2025-01-01 06:04,2.11
2025-01-01 06:05,4.32
2025-01-01 06:06,1.28
2025-01-01 06:07,1.47
2025-01-01 06:08,3.42
2025-01-01 06:09,4.04
2025-01-01 06:10,3.02
2025-01-01 06:11,4.27
2025-01-01 06:12,4.45
2025-01-01 06:13,3.14
2025-01-01 06:14,3.42
2025-01-01 06:15,3.64
2025-01-01 06:16,3.14
2025-01-01 06:17,4.22
2025-01-01 06:18,4.97
2025-01-01 06:19,4.63
2025-01-01 06:20,3.2
2025-01-01 06:21,1.33
2025-01-01 06:22,2.52
2025-01-01 06:23,4.05
2025-01-01 06:24,2.53
2025-01-01 06:25,3.05
2025-01-01 06:26,2.48
2025-01-01 06:27,3.75
2025-01-01 06:28,3.04
2025-01-01 06:29,3.09
2025-01-01 06:30,4.06
2025-01-01 06:31,2.57
2025-01-01 06:32,2.76
2025-01-01 06:33,4.6
2025-01-01 06:34,3.11
2025-01-01 06:35,2.51
2025-01-01 06:36,2.12
2025-01-01 06:37,4.07
2025-01-01 06:38,4.04
2025-01-01 06:39,3.43
2025-01-01 06:40,3.04
2025-01-01 06:41,2.83
2025-01-01 06:42,1.62
2025-01-01 06:43,2.3
2025-01-01 06:44,4.15
2025-01-01 06:45,1.25
2025-01-01 06:46,2.44
2025-01-01 06:47,3.95
2025-01-01 06:48,1.57
2025-01-01 06:49,2.37
2025-01-01 06:50,2.7
2025-01-01 06:51,2.57
2025-01-01 06:52,2.86
2025-01-01 06:53,3.55
2025-01-01 06:54,2.37
2025-01-01 06:55,1.59
2025-01-01 06:56,3.88
2025-01-01 06:57,4.67
2025-01-01 06:58,3.07
2025-01-01 06:59,3.38
2025-01-01 07:00,4.12
2025-01-01 07:01,2.19
2025-01-01 07:02,3.19
2025-01-01 07:03,3.65
2025-01-01 07:04,4.32
2025-01-01 07:05,4.26
2025-01-01 07:06,3.76
2025-01-01 07:07,1.67
2025-01-01 07:08,2.89
2025-01-01 07:09,2.61
2025-01-01 07:10,2.35
2025-01-01 07:11,2.44
2025-01-01 07:12,3.38
2025-01-01 07:13,2.51
2025-01-01 07:14,4.78
2025-01-01 07:15,2.02
2025-01-01 07:16,3.81
2025-01-01 07:17,4.18
2025-01-01 07:18,1.22
2025-01-01 07:19,1.57
2025-01-01 07:20,3.12
2025-01-01 07:21,3.35
2025-01-01 07:22,5.0
2025-01-01 07:23,1.95
2025-01-01 07:24,4.21
2025-01-01 07:25,2.54
2025-01-01 07:26,4.37
2025-01-01 07:27,2.85
2025-01-01 07:28,2.1
2025-01-01 07:29,3.43
2025-01-01 07:30,1.16
2025-01-01 07:31,4.21
2025-01-01 07:32,4.32
2025-01-01 07:33,4.32
2025-01-01 07:34,1.63
2025-01-01 07:35,1.0
2025-01-01 07:36,4.78
2025-01-01 07:37,2.81
2025-01-01 07:38,1.01
2025-01-01 07:39,2.18
2025-01-01 07:40,1.04
2025-01-01 07:41,1.01
2025-01-01 07:42,2.56
2025-01-01 07:43,2.64
2025-01-01 07:44,4.49
2025-01-01 07:45,2.69
2025-01-01 07:46,1.01
2025-01-01 07:47,2.92
2025-01-01 07:48,2.43
2025-01-01 07:49,4.83
2025-01-01 07:50,3.6
2025-01-01 07:51,3.27
2025-01-01 07:52,2.85
2025-01-01 07:53,3.15
2025-01-01 07:54,3.93
2025-01-01 07:55,3.63
2025-01-01 07:56,1.39
2025-01-01 07:57,4.97
2025-01-01 07:58,1.17
2025-01-01 07:59,1.12
2025-01-01 08:00,2.37
2025-01-01 08:01,3.36
2025-01-01 08:02,1.28
2025-01-01 08:03,2.75
2025-01-01 08:04,3.18
2025-01-01 08:05,3.2
2025-01-01 08:06,1.22
2025-01-01 08:07,4.45
2025-01-01 08:08,3.99
2025-01-01 08:09,2.48
2025-01-01 08:10,4.52
2025-01-01 08:11,2.32
2025-01-01 08:12,3.33
2025-01-01 08:13,1.28
2025-01-01 08:14,2.83
2025-01-01 08:15,3.95
2025-01-01 08:16,1.28
2025-01-01 08:17,4.91
2025-01-01 08:18,4.04
2025-01-01 08:19,3.43
2025-01-01 08:20,1.73
2025-01-01 08:21,1.81
2025-01-01 08:22,3.85
2025-01-01 08:23,4.0
2025-01-01 08:24,3.28
2025-01-01 08:25,2.32
2025-01-01 08:26,4.47
2025-01-01 08:27,4.12
2025-01-01 08:28,2.29
2025-01-01 08:29,3.75
2025-01-01 08:30,4.29
2025-01-01 08:31,1.09
2025-01-01 08:32,4.16
2025-01-01 08:33,2.01
2025-01-01 08:34,3.24
2025-01-01 08:35,4.67
2025-01-01 08:36,1.43
2025-01-01 08:37,1.67
2025-01-01 08:38,2.26
2025-01-01 08:39,1.46
2025-01-01 08:40,4.04
2025-01-01 08:41,4.94
2025-01-01 08:42,3.56
2025-01-01 08:43,4.84
2025-01-01 08:44,3.1
2025-01-01 08:45,4.77
2025-01-01 08:46,4.33
2025-01-01 08:47,4.15
2025-01-01 08:48,4.28
2025-01-01 08:49,3.24
2025-01-01 08:50,4.94
2025-01-01 08:51,2.34
2025-01-01 08:52,2.54
2025-01-01 08:53,2.9
2025-01-01 08:54,2.82
2025-01-01 08:55,1.57
2025-01-01 08:56,3.18
2025-01-01 08:57,1.27
2025-01-01 08:58,2.14
2025-01-01 08:59,1.69
2025-01-01 09:00,3.2
2025-01-01 09:01,3.26
2025-01-01 09:02,2.27
2025-01-01 09:03,4.78
2025-01-01 09:04,2.79
2025-01-01 09:05,1.2
2025-01-01 09:06,3.03
2025-01-01 09:07,2.18
2025-01-01 09:08,4.34
2025-01-01 09:09,4.6
2025-01-01 09:10,4.61
2025-01-01 09:11,3.92
2025-01-01 09:12,1.08
2025-01-01 09:13,3.56
2025-01-01 09:14,3.14
2025-01-01 09:15,2.23
2025-01-01 09:16,4.85
2025-01-01 09:17,1.77
2025-01-01 09:18,1.79
2025-01-01 09:19,3.38
2025-01-01 09:20,3.54
2025-01-01 09:21,1.44
2025-01-01 09:22,3.18
2025-01-01 09:23,3.05
2025-01-01 09:24,2.18
2025-01-01 09:25,1.42
2025-01-01 09:26,2.4
2025-01-01 09:27,1.27
2025-01-01 09:28,4.62
2025-01-01 09:29,4.25
2025-01-01 09:30,2.54
2025-01-01 09:31,3.52
2025-01-01 09:32,2.71
2025-01-01 09:33,2.18
2025-01-01 09:34,3.27
2025-01-01 09:35,3.26
2025-01-01 09:36,3.51
2025-01-01 09:37,2.3
2025-01-01 09:38,2.8
2025-01-01 09:39,3.91
2025-01-01 09:40,3.17
2025-01-01 09:41,3.84
2025-01-01 09:42,1.43
2025-01-01 09:43,1.79
2025-01-01 09:44,3.78
2025-01-01 09:45,2.18
2025-01-01 09:46,2.11
2025-01-01 09:47,2.23
2025-01-01 09:48,3.7
2025-01-01 09:49,2.3
2025-01-01 09:50,4.98
2025-01-01 09:51,4.79
2025-01-01 09:52,1.42
2025-01-01 09:53,2.15
2025-01-01 09:54,2.72
2025-01-01 09:55,1.8
2025-01-01 09:56,3.24
2025-01-01 09:57,2.02
2025-01-01 09:58,2.01
2025-01-01 09:59,3.23
2025-01-01 10:00,2.6
2025-01-01 10:01,4.08
2025-01-01 10:02,1.13
2025-01-01 10:03,3.26
2025-01-01 10:04,3.32
2025-01-01 10:05,4.07
2025-01-01 10:06,2.03
2025-01-01 10:07,3.92
2025-01-01 10:08,1.1
2025-01-01 10:09,1.44
2025-01-01 10:10,4.92
2025-01-01 10:11,2.64
2025-01-01 10:12,2.93
2025-01-01 10:13,3.03
2025-01-01 10:14,2.72
2025-01-01 10:15,2.26
2025-01-01 10:16,2.18
2025-01-01 10:17,1.65
2025-01-01 10:18,4.66
2025-01-01 10:19,3.69
2025-01-01 10:20,4.85
2025-01-01 10:21,1.82
2025-01-01 10:22,2.42
2025-01-01 10:23,1.51
2025-01-01 10:24,3.17
2025-01-01 10:25,2.37
2025-01-01 10:26,2.29
2025-01-01 10:27,2.69
2025-01-01 10:28,3.98
2025-01-01 10:29,1.48
2025-01-01 10:30,1.05
2025-01-01 10:31,3.1
2025-01-01 10:32,3.71
2025-01-01 10:33,1.56
2025-01-01 10:34,3.68
2025-01-01 10:35,1.26
2025-01-01 10:36,2.32
2025-01-01 10:37,4.08
2025-01-01 10:38,2.97
2025-01-01 10:39,2.53
2025-01-01 10:40,4.25
2025-01-01 10:41,2.58
2025-01-01 10:42,1.5
2025-01-01 10:43,3.46
2025-01-01 10:44,4.34
2025-01-01 10:45,4.75
2025-01-01 10:46,2.64
2025-01-01 10:47,3.36
2025-01-01 10:48,3.6
2025-01-01 10:49,2.33
2025-01-01 10:50,3.67
2025-01-01 10:51,3.43
2025-01-01 10:52,3.75
2025-01-01 10:53,3.41
2025-01-01 10:54,4.32
2025-01-01 10:55,4.18
2025-01-01 10:56,2.96
2025-01-01 10:57,1.84
2025-01-01 10:58,2.69
2025-01-01 10:59,4.58
2025-01-01 11:00,1.41
2025-01-01 11:01,2.57
2025-01-01 11:02,3.91
2025-01-01 11:03,2.19
2025-01-01 11:04,2.31
2025-01-01 11:05,3.55
2025-01-01 11:06,2.83
2025-01-01 11:07,2.68
2025-01-01 11:08,1.24
2025-01-01 11:09,2.98
2025-01-01 11:10,1.21
2025-01-01 11:11,4.91
2025-01-01 11:12,1.5
2025-01-01 11:13,2.37
2025-01-01 11:14,3.41
2025-01-01 11:15,3.92
2025-01-01 11:16,3.29
2025-01-01 11:17,1.24
2025-01-01 11:18,1.03
2025-01-01 11:19,1.13
2025-01-01 11:20,4.83
2025-01-01 11:21,4.75
2025-01-01 11:22,3.63
2025-01-01 11:23,2.77
2025-01-01 11:24,1.77
2025-01-01 11:25,2.19
2025-01-01 11:26,2.66
2025-01-01 11:27,3.82
2025-01-01 11:28,2.83
2025-01-01 11:29,2.18
2025-01-01 11:30,4.33
2025-01-01 11:31,2.75
2025-01-01 11:32,1.61
2025-01-01 11:33,3.89
2025-01-01 11:34,1.62
2025-01-01 11:35,3.12
2025-01-01 11:36,3.48
2025-01-01 11:37,3.67
2025-01-01 11:38,2.4
2025-01-01 11:39,3.92
2025-01-01 11:40,4.41
2025-01-01 11:41,4.36
2025-01-01 11:42,4.63
2025-01-01 11:43,1.45
2025-01-01 11:44,2.92
2025-01-01 11:45,2.6
2025-01-01 11:46,1.01
2025-01-01 11:47,2.09
2025-01-01 11:48,4.56
2025-01-01 11:49,3.31
2025-01-01 11:50,2.67
2025-01-01 11:51,4.52
2025-01-01 11:52,4.62
2025-01-01 11:53,3.48
2025-01-01 11:54,1.88
2025-01-01 11:55,2.15
2025-01-01 11:56,3.85
2025-01-01 11:57,3.09
2025-01-01 11:58,1.09
2025-01-01 11:59,1.91
2025-01-01 12:00,2.82
2025-01-01 12:01,3.93
2025-01-01 12:02,2.3
2025-01-01 12:03,3.65
2025-01-01 12:04,1.19
2025-01-01 12:05,3.44
2025-01-01 12:06,3.65
2025-01-01 12:07,2.82
2025-01-01 12:08,4.75
2025-01-01 12:09,2.82
2025-01-01 12:10,3.01
2025-01-01 12:11,1.69
2025-01-01 12:12,4.48
2025-01-01 12:13,2.03
2025-01-01 12:14,2.86
2025-01-01 12:15,1.13
2025-01-01 12:16,3.98
2025-01-01 12:17,1.01
2025-01-01 12:18,4.29
2025-01-01 12:19,4.29
2025-01-01 12:20,2.97
2025-01-01 12:21,3.01
2025-01-01 12:22,1.78
2025-01-01 12:23,2.77
2025-01-01 12:24,1.11
2025-01-01 12:25,2.34
2025-01-01 12:26,1.4
2025-01-01 12:27,3.87
2025-01-01 12:28,3.46
2025-01-01 12:29,3.1
2025-01-01 12:30,3.01
2025-01-01 12:31,3.24
2025-01-01 12:32,4.88
2025-01-01 12:33,3.37
2025-01-01 12:34,3.64
2025-01-01 12:35,4.05
2025-01-01 12:36,3.19
2025-01-01 12:37,3.59
2025-01-01 12:38,1.91
2025-01-01 12:39,4.88
2025-01-01 12:40,3.68
2025-01-01 12:41,2.57
2025-01-01 12:42,2.64
2025-01-01 12:43,4.16
2025-01-01 12:44,1.01
2025-01-01 12:45,4.19
2025-01-01 12:46,4.28
2025-01-01 12:47,2.33
2025-01-01 12:48,1.04
2025-01-01 12:49,3.52
2025-01-01 12:50,4.05
2025-01-01 12:51,3.01
2025-01-01 12:52,4.24
2025-01-01 12:53,4.24
2025-01-01 12:54,2.29
2025-01-01 12:55,2.22
2025-01-01 12:56,4.96
2025-01-01 12:57,1.47
2025-01-01 12:58,4.25
2025-01-01 12:59,2.22
2025-01-01 13:00,3.66
2025-01-01 13:01,1.66
2025-01-01 13:02,2.52
2025-01-01 13:03,2.86
2025-01-01 13:04,1.7
2025-01-01 13:05,4.68
2025-01-01 13:06,4.22
2025-01-01 13:07,1.16
2025-01-01 13:08,2.07
2025-01-01 13:09,1.96
2025-01-01 13:10,2.39
2025-01-01 13:11,2.21
2025-01-01 13:12,3.52
2025-01-01 13:13,4.32
2025-01-01 13:14,2.99
2025-01-01 13:15,3.56
2025-01-01 13:16,1.05
2025-01-01 13:17,4.33
2025-01-01 13:18,4.15
2025-01-01 13:19,3.17
2025-01-01 13:20,1.23
2025-01-01 13:21,2.5
2025-01-01 13:22,3.92
2025-01-01 13:23,2.09
2025-01-01 13:24,3.22
2025-01-01 13:25,2.43
2025-01-01 13:26,1.47
2025-01-01 13:27,4.81
2025-01-01 13:28,2.98
2025-01-01 13:29,4.23
2025-01-01 13:30,3.57
2025-01-01 13:31,2.14
2025-01-01 13:32,2.93
2025-01-01 13:33,1.58
2025-01-01 13:34,3.08
2025-01-01 13:35,2.59
2025-01-01 13:36,1.87
2025-01-01 13:37,4.02
2025-01-01 13:38,3.91
2025-01-01 13:39,3.99
2025-01-01 13:40,3.64
2025-01-01 13:41,3.39
2025-01-01 13:42,3.4
2025-01-01 13:43,1.8
2025-01-01 13:44,2.17
2025-01-01 13:45,2.96
2025-01-01 13:46,2.81
2025-01-01 13:47,1.78
2025-01-01 13:48,3.85
2025-01-01 13:49,3.47
2025-01-01 13:50,1.09
2025-01-01 13:51,4.73
2025-01-01 13:52,2.43
2025-01-01 13:53,1.29
2025-01-01 13:54,3.37
2025-01-01 13:55,4.06
2025-01-01 13:56,4.24
2025-01-01 13:57,3.68
2025-01-01 13:58,4.71
2025-01-01 13:59,3.27
2025-01-01 14:00,3.27
2025-01-01 14:01,2.42
2025-01-01 14:02,1.46
2025-01-01 14:03,1.18
2025-01-01 14:04,4.66
2025-01-01 14:05,2.16
2025-01-01 14:06,4.21
2025-01-01 14:07,1.13
2025-01-01 14:08,3.99
2025-01-01 14:09,3.84
2025-01-01 14:10,3.35
2025-01-01 14:11,3.2
2025-01-01 14:12,1.85
2025-01-01 14:13,4.87
2025-01-01 14:14,4.99
2025-01-01 14:15,1.26
2025-01-01 14:16,3.09
2025-01-01 14:17,2.91
2025-01-01 14:18,2.02
2025-01-01 14:19,2.98
2025-01-01 14:20,2.81
2025-01-01 14:21,2.95
2025-01-01 14:22,4.93
2025-01-01 14:23,2.67
2025-01-01 14:24,2.44
2025-01-01 14:25,4.48
2025-01-01 14:26,1.22
2025-01-01 14:27,3.65
2025-01-01 14:28,3.45
2025-01-01 14:29,1.15
2025-01-01 14:30,4.42
2025-01-01 14:31,4.16
2025-01-01 14:32,2.75
2025-01-01 14:33,1.24
2025-01-01 14:34,3.59
2025-01-01 14:35,2.94
2025-01-01 14:36,2.14
2025-01-01 14:37,1.2
2025-01-01 14:38,2.04
2025-01-01 14:39,3.24
2025-01-01 14:40,4.33
2025-01-01 14:41,4.07
2025-01-01 14:42,4.9
2025-01-01 14:43,2.2
2025-01-01 14:44,1.22
2025-01-01 14:45,4.23
2025-01-01 14:46,3.33
2025-01-01 14:47,1.83
2025-01-01 14:48,2.54
2025-01-01 14:49,1.35
2025-01-01 14:50,1.55
2025-01-01 14:51,1.59
2025-01-01 14:52,3.32
2025-01-01 14:53,3.88
2025-01-01 14:54,4.31
2025-01-01 14:55,3.38
2025-01-01 14:56,4.52
2025-01-01 14:57,2.83
2025-01-01 14:58,3.59
2025-01-01 14:59,3.71
2025-01-01 15:00,2.66
2025-01-01 15:01,2.7
2025-01-01 15:02,2.69
2025-01-01 15:03,1.9
2025-01-01 15:04,1.96
2025-01-01 15:05,2.4
2025-01-01 15:06,2.86
2025-01-01 15:07,4.35
2025-01-01 15:08,4.98
2025-01-01 15:09,4.21
2025-01-01 15:10,4.32
2025-01-01 15:11,2.25
2025-01-01 15:12,2.39
2025-01-01 15:13,4.32
2025-01-01 15:14,4.99
2025-01-01 15:15,4.83
2025-01-01 15:16,3.87
2025-01-01 15:17,3.99
2025-01-01 15:18,2.44
2025-01-01 15:19,3.91
2025-01-01 15:20,4.55
2025-01-01 15:21,3.56
2025-01-01 15:22,1.91
2025-01-01 15:23,2.61
2025-01-01 15:24,1.97
2025-01-01 15:25,1.15
2025-01-01 15:26,2.85
2025-01-01 15:27,1.02
2025-01-01 15:28,3.01
2025-01-01 15:29,1.77
2025-01-01 15:30,4.58
2025-01-01 15:31,1.13
